"id","participant_id","item_id","item","item_type","trial_index","correct_answer","response","is_correct","reaction_time","trial_ptr_id","condition","first_mention","recent_mention","knowledge_cue","start","end","is_start","is_end","passage_reading_time"
976,476,"3_fb_1_s_e_im",3,"critical",5,"sink","basket","False",57222,976,"False Belief","Start","End","Implicit","sink","basket","False","True",23280
979,199,"6_tb_1_e_s_ex",6,"critical",5,"cabinet","drawer","False",301569,979,"True Belief","End","Start","Explicit","drawer","cabinet","True","False",2150
982,628,"2_fb_1_e_e_ex",2,"critical",5,"cupboard","cupboard","True",8802.80000001192,982,"False Belief","End","End","Explicit","cupboard","fridge","True","False",22842.1999999881
985,645,"10_fb_1_s_e_im",10,"critical",5,"toolbox","van","False",11042.3000000119,985,"False Belief","Start","End","Implicit","toolbox","van","False","True",24591.799999997
988,681,"6_fb_1_e_e_im",6,"critical",5,"drawer","SLAP","False",9350.19999992847,988,"False Belief","End","End","Implicit","drawer","cabinet","False","False",993.600000023842
991,634,"11_tb_1_e_e_im",11,"critical",5,"backpack","backpack","True",6406,991,"True Belief","End","End","Implicit","suitcase","backpack","False","True",55152.5999999046
994,441,"1_fb_1_e_s_im",1,"critical",5,"box","shelf","False",9751.20000004768,994,"False Belief","End","Start","Implicit","box","basket","False","False",20398.2000000477
997,710,"8_tb_1_e_s_im",8,"critical",5,"bedroom","gch","False",2489,997,"True Belief","End","Start","Implicit","hall","bedroom","False","False",874
1000,454,"2_tb_1_e_e_im",2,"critical",5,"fridge","KITCHEN","False",155901.100000381,1000,"True Belief","End","End","Implicit","cupboard","fridge","False","False",5954.5
1003,647,"5_tb_1_e_s_ex",5,"critical",5,"study","study","True",6025.5,1003,"True Belief","End","Start","Explicit","hall","study","False","True",30748.6000000001
1006,603,"3_tb_1_e_e_ex",3,"critical",5,"basket","2","False",17537,1006,"True Belief","End","End","Explicit","sink","basket","False","False",7974
1009,592,"6_tb_1_e_s_ex",6,"critical",5,"cabinet","wall","False",3869,1009,"True Belief","End","Start","Explicit","drawer","cabinet","False","False",2696
1012,566,"9_tb_1_e_e_ex",9,"critical",5,"drawer","Cupboard","False",95983,1012,"True Belief","End","End","Explicit","cupboard","drawer","True","False",25576
1015,638,"4_tb_1_e_s_ex",4,"critical",5,"garage","shed","False",3477.20000004768,1015,"True Belief","End","Start","Explicit","shed","garage","True","False",61683.1999999285
1018,451,"9_tb_1_s_e_ex",9,"critical",5,"drawer","GARAGE","False",44295,1018,"True Belief","Start","End","Explicit","cupboard","drawer","False","False",5444
1021,718,"9_tb_1_s_e_ex",9,"critical",5,"drawer","kitchen","False",6139,1021,"True Belief","Start","End","Explicit","cupboard","drawer","False","False",931.09999999404
1024,528,"9_fb_1_s_s_im",9,"critical",5,"cupboard","home","False",70253.6999998093,1024,"False Belief","Start","Start","Implicit","cupboard","drawer","False","False",2865
1027,550,"2_tb_1_e_s_ex",2,"critical",5,"fridge","fridge","True",16504.6000000015,1027,"True Belief","End","Start","Explicit","cupboard","fridge","False","True",35658.799999997
1030,685,"7_tb_1_s_e_ex",7,"critical",5,"fridge","fridge","True",5542.5,1030,"True Belief","Start","End","Explicit","garage","fridge","False","True",18149.6000000238
1033,670,"12_fb_1_s_s_ex",12,"critical",5,"stable","volume","False",16675,1033,"False Belief","Start","Start","Explicit","stable","hut","False","False",22659
1036,688,"6_fb_1_s_s_ex",6,"critical",5,"drawer","drawer","True",3948,1036,"False Belief","Start","Start","Explicit","drawer","cabinet","True","False",36102.8000000045
1039,686,"6_tb_1_s_e_im",6,"critical",5,"cabinet","cabinet","True",16614,1039,"True Belief","Start","End","Implicit","drawer","cabinet","False","True",36933
1042,427,"9_fb_1_s_s_ex",9,"critical",5,"cupboard","cupboard","True",28021,1042,"False Belief","Start","Start","Explicit","cupboard","drawer","True","False",47894.5
1045,675,"1_tb_1_e_e_ex",1,"critical",5,"basket","bench","False",26615,1045,"True Belief","End","End","Explicit","box","basket","False","False",2850
1048,712,"8_tb_1_s_s_ex",8,"critical",5,"bedroom","1","False",10419.6999999285,1048,"True Belief","Start","Start","Explicit","hall","bedroom","False","False",476.399999976158
1051,418,"5_tb_1_e_e_ex",5,"critical",5,"study","study","True",54829.9000000358,1051,"True Belief","End","End","Explicit","hall","study","False","True",47083.1000000238
1054,588,"3_fb_1_s_e_im",3,"critical",5,"sink","sink into the basket","False",118559,1054,"False Belief","Start","End","Implicit","sink","basket","False","False",9147
1057,644,"7_fb_1_e_e_ex",7,"critical",5,"garage","garage","True",75943.1000003815,1057,"False Belief","End","End","Explicit","garage","fridge","True","False",2755.29999923706
1060,680,"12_fb_1_s_e_im",12,"critical",5,"stable","STABLE","True",34691,1060,"False Belief","Start","End","Implicit","stable","hut","True","False",8626
1063,662,"4_fb_1_e_s_im",4,"critical",5,"shed","yard","False",4789,1063,"False Belief","End","Start","Implicit","shed","garage","False","False",83344
1066,711,"4_tb_1_e_e_im",4,"critical",5,"garage","good","False",8113,1066,"True Belief","End","End","Implicit","shed","garage","False","False",1054
1069,731,"1_tb_1_e_s_im",1,"critical",5,"basket","king","False",3822.29999923706,1069,"True Belief","End","Start","Implicit","box","basket","False","False",433.5
1072,672,"4_tb_1_e_e_ex",4,"critical",5,"garage","shed","False",35371.7000000477,1072,"True Belief","End","End","Explicit","shed","garage","True","False",10442.1000001431
1075,323,"10_fb_1_s_e_im",10,"critical",5,"toolbox","toolbox","True",96822,1075,"False Belief","Start","End","Implicit","toolbox","van","True","False",16851.8000000119
1078,512,"4_fb_1_s_e_ex",4,"critical",5,"shed","footbal player","False",64190,1078,"False Belief","Start","End","Explicit","shed","garage","False","False",2247
1081,607,"5_fb_1_s_s_ex",5,"critical",5,"hall"," hand","False",10995,1081,"False Belief","Start","Start","Explicit","hall","study","False","False",879
1084,698,"10_fb_1_e_e_ex",10,"critical",5,"toolbox","hard","False",17779.6999999881,1084,"False Belief","End","End","Explicit","toolbox","van","False","False",7371.5
1087,633,"4_tb_1_e_e_im",4,"critical",5,"garage","garage","True",49148.5,1087,"True Belief","End","End","Implicit","shed","garage","False","True",8466.90000000596
1090,690,"10_tb_1_e_s_im",10,"critical",5,"van","DAY","False",12127,1090,"True Belief","End","Start","Implicit","toolbox","van","False","False",3489
1093,659,"11_tb_1_s_e_ex",11,"critical",5,"backpack","backpack","True",79058,1093,"True Belief","Start","End","Explicit","suitcase","backpack","False","True",15517
1096,572,"2_fb_1_e_s_ex",2,"critical",5,"cupboard","cupboard","True",46390.4000000358,1096,"False Belief","End","Start","Explicit","cupboard","fridge","True","False",31281.8000000119
1099,642,"5_fb_1_e_e_ex",5,"critical",5,"hall","hall","True",15772.1000000015,1099,"False Belief","End","End","Explicit","hall","study","True","False",24325.1999999993
1102,691,"2_tb_1_s_s_im",2,"critical",5,"fridge","fridge","True",8786.30000001192,1102,"True Belief","Start","Start","Implicit","cupboard","fridge","False","True",33622.0999999642
1105,667,"5_fb_1_e_s_ex",5,"critical",5,"hall","hall","True",15011,1105,"False Belief","End","Start","Explicit","hall","study","True","False",11359
1108,364,"10_fb_1_s_s_im",10,"critical",5,"toolbox","toolbox","True",17199.6999999881,1108,"False Belief","Start","Start","Implicit","toolbox","van","True","False",281785
1111,657,"8_tb_1_s_s_im",8,"critical",5,"bedroom","artist","False",5908.09999999404,1111,"True Belief","Start","Start","Implicit","hall","bedroom","False","False",4671.69999998808
1114,446,"10_tb_1_s_s_im",10,"critical",5,"van","van","True",6970.59999999404,1114,"True Belief","Start","Start","Implicit","toolbox","van","False","True",39282.2000000179
1117,745,"6_tb_1_e_e_ex",6,"critical",5,"cabinet","cabinet","True",4433,1117,"True Belief","End","End","Explicit","drawer","cabinet","False","True",12767
1120,327,"5_tb_1_e_s_im",5,"critical",5,"study","arrives","False",90444.6999999881,1120,"True Belief","End","Start","Implicit","hall","study","False","False",14857.5
1123,515,"7_fb_1_e_s_im",7,"critical",5,"garage","OK","False",27467.4000000954,1123,"False Belief","End","Start","Implicit","garage","fridge","False","False",1599.69999980927
1126,660,"8_tb_1_e_e_ex",8,"critical",5,"bedroom","good","False",37433.7999999523,1126,"True Belief","End","End","Explicit","hall","bedroom","False","False",26352.2999999523
1129,410,"2_fb_1_s_s_im",2,"critical",5,"cupboard","kitchen","False",65565,1129,"False Belief","Start","Start","Implicit","cupboard","fridge","False","False",22713
1132,704,"3_fb_1_s_s_ex",3,"critical",5,"sink","stain","False",7390,1132,"False Belief","Start","Start","Explicit","sink","basket","False","False",43275
1135,728,"12_tb_1_s_s_im",12,"critical",5,"hut","Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to ","False",4107.89999997616,1135,"True Belief","Start","Start","Implicit","stable","hut","False","False",2402.30000001192
1138,604,"4_tb_1_e_e_ex",4,"critical",5,"garage","catch","False",35108.5,1138,"True Belief","End","End","Explicit","shed","garage","False","False",35640.5999999046
1141,540,"2_tb_1_s_s_ex",2,"critical",5,"fridge","cupboard","False",9648.80000001192,1141,"True Belief","Start","Start","Explicit","cupboard","fridge","True","False",13660.8000000119
1144,587,"9_fb_1_s_e_im",9,"critical",5,"cupboard","kitchen","False",170667,1144,"False Belief","Start","End","Implicit","cupboard","drawer","False","False",895
1147,183,"7_fb_1_s_s_im",7,"critical",5,"garage","fridge","False",10666.7000000477,1147,"False Belief","Start","Start","Implicit","garage","fridge","False","True",51848.6000001431
1150,694,"5_tb_1_e_e_im",5,"critical",5,"study","study","True",10377.6999998093,1150,"True Belief","End","End","Implicit","hall","study","False","True",24584.1000001431
1153,713,"9_tb_1_e_s_im",9,"critical",5,"drawer","the drawer","False",6395.5,1153,"True Belief","End","Start","Implicit","cupboard","drawer","False","False",21102.5
1156,757,"8_tb_1_e_e_ex",8,"critical",5,"bedroom","5","False",2704,1156,"True Belief","End","End","Explicit","hall","bedroom","False","False",938
1159,653,"3_tb_1_e_e_im",3,"critical",5,"basket","sink","False",7797.69999998808,1159,"True Belief","End","End","Implicit","sink","basket","True","False",24280.5
1162,702,"8_fb_1_s_s_im",8,"critical",5,"hall"," painting","False",54459,1162,"False Belief","Start","Start","Implicit","hall","bedroom","False","False",1697.60000002384
1168,677,"4_tb_1_s_e_ex",4,"critical",5,"garage","yard","False",18623,1168,"True Belief","Start","End","Explicit","shed","garage","False","False",28274
1171,707,"9_fb_1_s_s_im",9,"critical",5,"cupboard","cupboard","True",16022.3999999762,1171,"False Belief","Start","Start","Implicit","cupboard","drawer","True","False",54791.3999999762
1174,683,"2_fb_1_e_s_im",2,"critical",5,"cupboard","cupboard","True",8341,1174,"False Belief","End","Start","Implicit","cupboard","fridge","True","False",31233
1177,727,"3_tb_1_s_e_im",3,"critical",5,"basket","basket","True",6390.5,1177,"True Belief","Start","End","Implicit","sink","basket","False","True",36114.7000000477
1180,687,"7_fb_1_s_s_ex",7,"critical",5,"garage","good","False",11265,1180,"False Belief","Start","Start","Explicit","garage","fridge","False","False",2722
1183,739,"4_tb_1_s_s_im",4,"critical",5,"garage","good","False",9044.20000004768,1183,"True Belief","Start","Start","Implicit","shed","garage","False","False",1043.19999980927
1186,772,"6_fb_1_e_s_ex",6,"critical",5,"drawer","ring","False",2999.69999980927,1186,"False Belief","End","Start","Explicit","drawer","cabinet","False","False",28.5999999046326
1189,747,"5_fb_1_s_s_im",5,"critical",5,"hall","hall","True",6937.60000000149,1189,"False Belief","Start","Start","Implicit","hall","study","True","False",30828.8999999985
1192,716,"1_tb_1_s_e_ex",1,"critical",5,"basket","1","False",2903.5,1192,"True Belief","Start","End","Explicit","box","basket","False","False",308.700000047684
1195,555,"6_tb_1_e_e_im",6,"critical",5,"cabinet","Ross  wanders","False",60671,1195,"True Belief","End","End","Implicit","drawer","cabinet","False","False",29530
1198,720,"4_tb_1_s_e_im",4,"critical",5,"garage","shed","False",9958.79999999702,1198,"True Belief","Start","End","Implicit","shed","garage","True","False",13708.700000003
1201,629,"7_tb_1_e_e_ex",7,"critical",5,"fridge","fridge","True",9727.5,1201,"True Belief","End","End","Explicit","garage","fridge","False","True",26395.6000000015
1204,729,"6_tb_1_e_e_im",6,"critical",5,"cabinet","DOCUMENT","False",19200.6000001431,1204,"True Belief","End","End","Implicit","drawer","cabinet","False","False",26175.6000001431
1207,218,"7_fb_1_s_e_im",7,"critical",5,"garage","snakes","False",43041,1207,"False Belief","Start","End","Implicit","garage","fridge","False","False",26119
1210,678,"10_fb_1_e_e_ex",10,"critical",5,"toolbox","toolbox","True",8945.5,1210,"False Belief","End","End","Explicit","toolbox","van","True","False",42145.7000007629
1213,738,"11_tb_1_e_s_im",11,"critical",5,"backpack","backpack","True",7729.69999980927,1213,"True Belief","End","Start","Implicit","suitcase","backpack","False","True",23144.5999999046
1216,700,"7_tb_1_e_s_im",7,"critical",5,"fridge","SOME SNAKS","False",14564.8000000119,1216,"True Belief","End","Start","Implicit","garage","fridge","False","False",9661.89999997616
1219,753,"5_tb_1_e_s_im",5,"critical",5,"study","Hall","False",19111.1000003815,1219,"True Belief","End","Start","Implicit","hall","study","True","False",2377.89999961853
1222,719,"6_fb_1_s_e_im",6,"critical",5,"drawer","DRAWER","True",29437.5,1222,"False Belief","Start","End","Implicit","drawer","cabinet","True","False",9587.5
1225,732,"11_fb_1_s_e_ex",11,"critical",5,"suitcase","out","False",20811,1225,"False Belief","Start","End","Explicit","suitcase","backpack","False","False",19461
1228,546,"5_fb_1_e_s_im",5,"critical",5,"hall","Seana","False",127759.5,1228,"False Belief","End","Start","Implicit","hall","study","False","False",21442
1231,669,"1_tb_1_e_s_ex",1,"critical",5,"basket","BOX","False",45884,1231,"True Belief","End","Start","Explicit","box","basket","True","False",6071
1234,769,"1_tb_1_s_e_ex",1,"critical",5,"basket","library","False",8055.40000009537,1234,"True Belief","Start","End","Explicit","box","basket","False","False",4907.5
1237,303,"8_tb_1_s_e_im",8,"critical",5,"bedroom","James","False",106321,1237,"True Belief","Start","End","Implicit","hall","bedroom","False","False",257931
1240,748,"12_tb_1_e_s_im",12,"critical",5,"hut","horse","False",7073,1240,"True Belief","End","Start","Implicit","stable","hut","False","False",17703
1243,574,"8_tb_1_s_e_im",8,"critical",5,"bedroom","hall","False",19499.700000003,1243,"True Belief","Start","End","Implicit","hall","bedroom","True","False",44883.8999999985
1246,559,"6_fb_1_e_s_ex",6,"critical",5,"drawer","drawer","True",68254.1000000238,1246,"False Belief","End","Start","Explicit","drawer","cabinet","True","False",201323.5
1249,736,"10_tb_1_e_e_ex",10,"critical",5,"van","HYU","False",8763,1249,"True Belief","End","End","Explicit","toolbox","van","False","False",1906
1252,551,"11_fb_1_e_s_ex",11,"critical",5,"suitcase","suitcase","True",8903.39999997616,1252,"False Belief","End","Start","Explicit","suitcase","backpack","True","False",100143
1255,743,"6_fb_1_s_s_ex",6,"critical",5,"drawer","drawer","True",4981.60000000149,1255,"False Belief","Start","Start","Explicit","drawer","cabinet","True","False",38188.4000000022
1258,734,"3_tb_1_e_s_im",3,"critical",5,"basket","Basket","True",9560.5,1258,"True Belief","End","Start","Implicit","sink","basket","False","True",20281.4000000358
1261,755,"5_tb_1_s_s_ex",5,"critical",5,"study","next","False",15725.4000000954,1261,"True Belief","Start","Start","Explicit","hall","study","False","False",1622.10000038147
1264,640,"10_tb_1_e_s_ex",10,"critical",5,"van","toolbox","False",65280,1264,"True Belief","End","Start","Explicit","toolbox","van","True","False",12731
1267,756,"10_tb_1_s_e_ex",10,"critical",5,"van","toolbox","False",8790.59999999776,1267,"True Belief","Start","End","Explicit","toolbox","van","True","False",23280.3999999985
1270,768,"10_fb_1_s_s_ex",10,"critical",5,"toolbox","toolbox","True",7814,1270,"False Belief","Start","Start","Explicit","toolbox","van","True","False",54770
1273,759,"1_fb_1_s_e_ex",1,"critical",5,"box","Box","True",7250,1273,"False Belief","Start","End","Explicit","box","basket","True","False",38377
1276,486,"10_fb_1_s_s_im",10,"critical",5,"toolbox","garage","False",52713,1276,"False Belief","Start","Start","Implicit","toolbox","van","False","False",2077.39999997616
1279,519,"5_tb_1_e_e_ex",5,"critical",5,"study","good ","False",20405.2999999523,1279,"True Belief","End","End","Explicit","hall","study","False","False",7105.29999995232
1282,740,"1_fb_1_s_e_im",1,"critical",5,"box","   ok","False",4971.5,1282,"False Belief","Start","End","Implicit","box","basket","False","False",22081.6999998093
1285,780,"2_fb_1_s_e_im",2,"critical",5,"cupboard","sandwitch","False",12099,1285,"False Belief","Start","End","Implicit","cupboard","fridge","False","False",10532
1288,639,"3_tb_1_s_e_ex",3,"critical",5,"basket","washer","False",22026.6000000238,1288,"True Belief","Start","End","Explicit","sink","basket","False","False",30683
1291,717,"6_tb_1_s_e_im",6,"critical",5,"cabinet","drawer","False",56995.3999999762,1291,"True Belief","Start","End","Implicit","drawer","cabinet","True","False",29248
1294,754,"5_fb_1_s_e_ex",5,"critical",5,"hall","home","False",31726,1294,"False Belief","Start","End","Explicit","hall","study","False","False",27794
1297,782,"10_tb_1_s_e_ex",10,"critical",5,"van","moment ","False",5495,1297,"True Belief","Start","End","Explicit","toolbox","van","False","False",7819
1300,802,"6_tb_1_e_e_ex",6,"critical",5,"cabinet","dh","False",1709.19999992847,1300,"True Belief","End","End","Explicit","drawer","cabinet","False","False",393.600000023842
1303,741,"4_fb_1_e_e_im",4,"critical",5,"shed","shed","True",7154.39999997616,1303,"False Belief","End","End","Implicit","shed","garage","True","False",66541.5999999642
1306,810,"12_tb_1_e_s_ex",12,"critical",5,"hut","ring","False",3072.19999885559,1306,"True Belief","End","Start","Explicit","stable","hut","False","False",16.7999992370605
1309,784,"11_fb_1_s_s_im",11,"critical",5,"suitcase","hand","False",9910,1309,"False Belief","Start","Start","Implicit","suitcase","backpack","False","False",1377
1312,742,"2_fb_1_s_e_ex",2,"critical",5,"cupboard","yes","False",30470.9000000954,1312,"False Belief","Start","End","Explicit","cupboard","fridge","False","False",1536
1315,370,"10_fb_1_e_s_ex",10,"critical",5,"toolbox","toolbox","True",336845,1315,"False Belief","End","Start","Explicit","toolbox","van","True","False",11688.6999998093
1318,654,"12_tb_1_e_e_ex",12,"critical",5,"hut","pace","False",108513,1318,"True Belief","End","End","Explicit","stable","hut","False","False",5421
1321,405,"9_tb_1_e_s_ex",9,"critical",5,"drawer","drawer","True",63113.5999984741,1321,"True Belief","End","Start","Explicit","cupboard","drawer","False","True",58056.8999996185
1324,805,"12_tb_1_s_s_ex",12,"critical",5,"hut","good ","False",12822.3999999762,1324,"True Belief","Start","Start","Explicit","stable","hut","False","False",768.799999952316
1327,749,"2_fb_1_s_s_ex",2,"critical",5,"cupboard","freezer","False",21683.299999997,1327,"False Belief","Start","Start","Explicit","cupboard","fridge","False","False",574
1330,602,"4_fb_1_e_e_ex",4,"critical",5,"shed","game","False",12590,1330,"False Belief","End","End","Explicit","shed","garage","False","False",32734
1333,735,"7_tb_1_s_e_ex",7,"critical",5,"fridge","rosé","False",35463.5,1333,"True Belief","Start","End","Explicit","garage","fridge","False","False",1122.20000004768
1336,767,"2_fb_1_s_s_im",2,"critical",5,"cupboard","fridge","False",61417.3000001907,1336,"False Belief","Start","Start","Implicit","cupboard","fridge","False","True",12934.2000000477
1339,813,"8_tb_1_e_s_ex",8,"critical",5,"bedroom","bedroom","True",4516.10000000056,1339,"True Belief","End","Start","Explicit","hall","bedroom","False","True",12225.2999999998
1342,746,"3_fb_1_s_s_im",3,"critical",5,"sink","hiuhf","False",104371,1342,"False Belief","Start","Start","Implicit","sink","basket","False","False",2465.79999995232
1345,544,"6_tb_1_e_s_im",6,"critical",5,"cabinet","CABINET","True",186923,1345,"True Belief","End","Start","Implicit","drawer","cabinet","False","True",7422
1348,777,"6_fb_1_e_s_im",6,"critical",5,"drawer","study","False",15784.3999998569,1348,"False Belief","End","Start","Implicit","drawer","cabinet","False","False",24001.9000000954
1351,786,"8_tb_1_s_e_ex",8,"critical",5,"bedroom","bedroom","True",6475.10000002384,1351,"True Belief","Start","End","Explicit","hall","bedroom","False","True",37887.5999999046
1354,809,"5_fb_1_s_s_im",5,"critical",5,"hall","hall","True",5254.09999990463,1354,"False Belief","Start","Start","Implicit","hall","study","True","False",18917.5999999046
1357,797,"3_fb_1_e_s_ex",3,"critical",5,"sink","sink","True",4980.10000000056,1357,"False Belief","End","Start","Explicit","sink","basket","True","False",25130
1360,820,"11_tb_1_s_e_ex",11,"critical",5,"backpack","backpack","True",23342.5,1360,"True Belief","Start","End","Explicit","suitcase","backpack","False","True",14951.6000000238
1363,752,"7_tb_1_s_s_im",7,"critical",5,"fridge","grabs","False",7570,1363,"True Belief","Start","Start","Implicit","garage","fridge","False","False",118855
1366,635,"2_fb_1_s_s_ex",2,"critical",5,"cupboard","TABLE","False",13212.9000000954,1366,"False Belief","Start","Start","Explicit","cupboard","fridge","False","False",256403.199999809
1369,495,"4_fb_1_e_e_ex",4,"critical",5,"shed","yard","False",50505.7000000477,1369,"False Belief","End","End","Explicit","shed","garage","False","False",5932.20000004768
1372,800,"12_tb_1_s_e_im",12,"critical",5,"hut","hut","True",14485.5999999046,1372,"True Belief","Start","End","Implicit","stable","hut","False","True",29075.2999999523
1375,792,"9_tb_1_e_e_ex",9,"critical",5,"drawer","drawer","True",11880,1375,"True Belief","End","End","Explicit","cupboard","drawer","False","True",21744
1378,765,"5_fb_1_s_s_ex",5,"critical",5,"hall","hall","True",18014,1378,"False Belief","Start","Start","Explicit","hall","study","True","False",27369
1381,491,"10_tb_1_e_s_im",10,"critical",5,"van","    van","False",176073,1381,"True Belief","End","Start","Implicit","toolbox","van","False","False",1504
1384,794,"5_fb_1_e_e_ex",5,"critical",5,"hall","hall","True",9897.10000038147,1384,"False Belief","End","End","Explicit","hall","study","True","False",22843.5999999046
1387,770,"7_tb_1_s_e_im",7,"critical",5,"fridge","fridge","True",35622.2999999523,1387,"True Belief","Start","End","Implicit","garage","fridge","False","True",22171.2999999523
1390,799,"4_fb_1_e_e_im",4,"critical",5,"shed","shed","True",6946.29999995232,1390,"False Belief","End","End","Implicit","shed","garage","True","False",31223.8999999762
1393,783,"1_fb_1_s_e_im",1,"critical",5,"box","bench","False",7278.69999980927,1393,"False Belief","Start","End","Implicit","box","basket","False","False",560
1396,689,"10_tb_1_s_e_ex",10,"critical",5,"van","toolbox","False",88627,1396,"True Belief","Start","End","Explicit","toolbox","van","True","False",18402
1399,812,"10_tb_1_s_s_ex",10,"critical",5,"van","van","True",4972,1399,"True Belief","Start","Start","Explicit","toolbox","van","False","True",11351.0999999642
1402,818,"12_tb_1_s_s_im",12,"critical",5,"hut","hut","True",5283.19999998808,1402,"True Belief","Start","Start","Implicit","stable","hut","False","True",47005
1405,803,"11_fb_1_e_e_im",11,"critical",5,"suitcase","train","False",13939,1405,"False Belief","End","End","Implicit","suitcase","backpack","False","False",19416
1408,843,"12_tb_1_s_s_im",12,"critical",5,"hut","hut","True",5831,1408,"True Belief","Start","Start","Implicit","stable","hut","False","True",18092.8000000715
1411,819,"7_tb_1_s_s_ex",7,"critical",5,"fridge","fridge","True",25818,1411,"True Belief","Start","Start","Explicit","garage","fridge","False","True",18475
1414,726,"7_fb_1_e_s_ex",7,"critical",5,"garage","fridge","False",181610.599999905,1414,"False Belief","End","Start","Explicit","garage","fridge","False","True",6615
1417,561,"11_tb_1_e_s_ex",11,"critical",5,"backpack","i don't know ","False",53916.0999999046,1417,"True Belief","End","Start","Explicit","suitcase","backpack","False","False",2049.09999990463
1420,837,"2_tb_1_e_e_ex",2,"critical",5,"fridge","fridge","True",15583.3000000119,1420,"True Belief","End","End","Explicit","cupboard","fridge","False","True",22843.599999994
1423,835,"10_tb_1_e_e_im",10,"critical",5,"van","van","True",4751.5,1423,"True Belief","End","End","Implicit","toolbox","van","False","True",29693.5999999642
1426,613,"7_tb_1_e_e_im",7,"critical",5,"fridge","party","False",5521.79999995232,1426,"True Belief","End","End","Implicit","garage","fridge","False","False",328778.099999905
1429,825,"6_tb_1_e_e_im",6,"critical",5,"cabinet","cabinet.","False",6305,1429,"True Belief","End","End","Implicit","drawer","cabinet","False","False",30374
1432,845,"2_fb_1_s_s_ex",2,"critical",5,"cupboard","cupboard","True",7627,1432,"False Belief","Start","Start","Explicit","cupboard","fridge","True","False",31339
1435,730,"8_tb_1_e_e_im",8,"critical",5,"bedroom","hall","False",17027,1435,"True Belief","End","End","Implicit","hall","bedroom","True","False",69786
1438,855,"2_tb_1_s_e_im",2,"critical",5,"fridge","fridge","True",4810.5,1438,"True Belief","Start","End","Implicit","cupboard","fridge","False","True",30265.3000000119
1441,830,"11_fb_1_e_s_im",11,"critical",5,"suitcase","backpack","False",12183,1441,"False Belief","End","Start","Implicit","suitcase","backpack","False","True",59572
1444,867,"8_tb_1_s_e_ex",8,"critical",5,"bedroom","bedroom","True",9069,1444,"True Belief","Start","End","Explicit","hall","bedroom","False","True",35787
1447,834,"8_tb_1_e_e_ex",8,"critical",5,"bedroom","Passage","False",18855.5,1447,"True Belief","End","End","Explicit","hall","bedroom","False","False",1703.90000009537
1450,579,"3_tb_1_s_e_ex",3,"critical",5,"basket","YES","False",3105.5,1450,"True Belief","Start","End","Explicit","sink","basket","False","False",3540.89999985695
1453,872,"9_tb_1_s_s_im",9,"critical",5,"drawer","kitchen","False",8913.20000004768,1453,"True Belief","Start","Start","Implicit","cupboard","drawer","False","False",5509.10000014305
1456,859,"1_tb_1_e_e_im",1,"critical",5,"basket","stepped","False",6913.09999990463,1456,"True Belief","End","End","Implicit","box","basket","False","False",1487.70000004768
1459,880,"10_fb_1_s_e_ex",10,"critical",5,"toolbox","toolbox","True",4297,1459,"False Belief","Start","End","Explicit","toolbox","van","True","False",21012
1462,821,"1_fb_1_e_s_ex",1,"critical",5,"box","basket","False",21026,1462,"False Belief","End","Start","Explicit","box","basket","False","True",14624
1465,881,"3_fb_1_e_s_ex",3,"critical",5,"sink","sink","True",15615.5,1465,"False Belief","End","Start","Explicit","sink","basket","True","False",13798.0999999046
1468,864,"7_fb_1_s_e_ex",7,"critical",5,"garage","garage","True",11421.2999999523,1468,"False Belief","Start","End","Explicit","garage","fridge","True","False",27196.2999999523
1471,839,"6_tb_1_e_e_ex",6,"critical",5,"cabinet","drawer.","False",7691.30000001192,1471,"True Belief","End","End","Explicit","drawer","cabinet","False","False",29045.4000000358
1474,836,"3_fb_1_e_s_im",3,"critical",5,"sink","dryer","False",15531.7000000002,1474,"False Belief","End","Start","Implicit","sink","basket","False","False",24595.2999999998
1477,887,"3_tb_1_e_e_ex",3,"critical",5,"basket","basket","True",6533,1477,"True Belief","End","End","Explicit","sink","basket","False","True",21935
1480,824,"4_tb_1_e_s_im",4,"critical",5,"garage","garage","True",19182,1480,"True Belief","End","Start","Implicit","shed","garage","False","True",53774
1483,863,"7_tb_1_s_s_im",7,"critical",5,"fridge","fridge","True",12474.8999996185,1483,"True Belief","Start","Start","Implicit","garage","fridge","False","True",21177.8000001907
1486,899,"10_tb_1_s_e_ex",10,"critical",5,"van","working","False",9271,1486,"True Belief","Start","End","Explicit","toolbox","van","False","False",7420
1489,714,"2_fb_1_e_s_ex",2,"critical",5,"cupboard","cupboard","True",31095,1489,"False Belief","End","Start","Explicit","cupboard","fridge","True","False",217333
1492,856,"5_fb_1_e_s_im",5,"critical",5,"hall","hall","True",8547.89999997616,1492,"False Belief","End","Start","Implicit","hall","study","True","False",45103.6999999881
1495,791,"9_fb_1_e_s_im",9,"critical",5,"cupboard","closet","False",20085.1000000089,1495,"False Belief","End","Start","Implicit","cupboard","drawer","False","False",43928.900000006
1498,838,"7_fb_1_s_s_im",7,"critical",5,"garage","fridge","False",8348.90000000596,1498,"False Belief","Start","Start","Implicit","garage","fridge","False","True",39156.7000000179
